userId,itemId
218,1379
218,686
218,408
218,1455
218,446
218,612
218,30
218,1444
218,443
219,1644
219,1650
219,1528
219,1566
220,1672
220,1526
221,1575
222,1665
222,1454
222,1295
223,1565
224,528
224,1611
224,1190
224,1043
225,1385
226,1519
226,1450
226,1486
226,1103
227,1511
227,1488
227,968
227,1689
227,1677
227,980
227,1132
227,1668
227,530
227,1449
228,1372
229,1528
229,1006
231,1463
232,1445
232,1103
234,1186
234,1197
234,1635
234,1094
234,1528
234,1502
234,1203
234,732
234,1170
234,1629
234,650
234,1568
236,1067
236,1693
236,1169
237,1674
237,1008
237,1687
237,1383
239,958
239,1418
240,1505
241,1582
241,1676
242,985
242,778
242,1191
242,1490
242,1350
242,1060
242,1639
242,1281
242,1657
243,1295
243,1132
243,1228
243,1448
243,875
243,1618
243,1526
243,1555
243,686
244,1425
244,717
244,1478
244,1612
245,1162
246,1573
246,1414
247,1527
247,1047
247,1513
247,1384
248,173
248,1440
248,1368
248,948
249,1610
249,1487
249,1214
249,1219
249,961
249,1601
249,962
251,1557
251,759
251,1634
251,1520
251,1215
251,1402
251,879
251,1154
251,1561
251,1474
252,1487
252,1503
252,1292
252,1696
252,1621
252,1400
253,1092
253,685
253,1426
253,1508
253,1693
253,1653
253,659
254,1471
254,1467
254,1524
254,1526
256,1526
257,1691
258,1676
258,1573
260,1429
262,1609
262,1583
262,1431
262,1484
262,1618
262,1503
262,770
262,1699
263,1442
263,1540
266,1538
266,1536
267,938
267,1455
267,1456
267,1424
267,1419
267,1450
267,1403
268,1406
269,1206
270,1549
272,1414
273,1537
273,1589
273,890
273,1556
273,494
273,760
273,1226
273,1675
273,1021
273,1572
273,1553
274,1406
276,794
276,1406
276,805
276,1349
277,712
277,1522
278,1372
278,877
278,1004
279,824
279,1496
280,804
281,1602
281,1298
281,1406
283,1460
283,689
283,649
284,1281
284,874
284,1206
284,1628
284,1211
284,1532
285,1333
285,1555
285,1632
285,684
285,1518
285,1071
285,1467
285,987
286,776
286,1691
287,1428
287,1010
288,626
288,1559
289,1533
289,1292
289,742
289,1630
289,1383
289,1118
289,1539
289,1394
289,1500
289,1313
290,1399
290,1414
290,1600
291,875
291,1582
291,1545
291,1160
291,1635
292,1583
292,881
292,719
292,1411
293,1194
293,1218
293,853
293,1533
293,1193
293,1196
294,1583
294,1676
295,1174
295,1323
296,1194
296,1490
296,1503
296,1600
297,774
299,1681
299,1573
300,1644
301,57
301,1494
302,1568
302,1060
302,1315
302,1472
302,1174
302,1202
303,1429
303,1448
304,801
305,1388
305,1367
305,1398
306,1216
307,1196
307,1318
307,1515
307,1089
307,1470
307,1472
309,1008
310,1611
310,1647
310,1064
310,1058
310,1573
311,1342
312,821
314,1650
315,818
316,1627
316,968
318,1150
318,1557
318,1556
318,1354
318,1465
318,1618
318,681
318,1652
320,1183
320,1676
320,1549
321,1589
321,949
322,1686
322,1400
324,1414
325,1477
327,802
328,1399
329,1698
329,1693
330,401
330,1281
330,1539
331,1217
332,798
334,1049
334,1207
334,993
334,1631
334,1650
334,1600
335,1229
335,769
335,1463
336,1517
336,1526
336,976
336,1175
337,1636
337,1418
337,1015
337,836
337,1687
337,633
337,752
337,716
339,1048
339,1134
339,1505
339,1520
339,1229
339,1402
340,1443
340,1177
341,1490
341,1091
341,1514
341,1621
341,1045
341,656
342,1499
342,1170
342,781
344,1400
345,1536
345,610
345,452
345,1503
345,1253
345,564
345,1061
345,151
345,756
345,556
345,1229
345,1328
345,1639
345,1589
345,1343
345,1097
345,252
346,949
347,1382
347,1367
347,1463
347,860
347,1528
347,1218
347,1468
348,1372
348,821
350,1497
350,1492
350,1509
350,1099
350,1058
350,1442
350,1061
351,1573
352,937
352,960
352,1414
353,1504
353,1498
354,1441
354,1377
355,954
355,1179
355,1608
355,1644
356,1424
356,1154
357,1513
357,744
357,1343
357,1466
357,1528
358,1579
358,663
358,774
358,1480
358,1696
358,1307
358,1509
358,888
360,1539
360,1399
362,1696
362,1513
362,1474
363,1372
363,416
363,1081
364,1428
364,1675
364,940
364,1465
365,958
366,1553
366,834
366,1475
367,1552
367,1046
368,1442
368,1490
368,672
368,1497
369,1377
369,1385
370,1228
370,1132
371,968
371,1644
371,1265
371,1500
371,1374
372,716
373,1683
373,1552
373,1677
373,1010
373,1611
373,1424
374,1430
374,821
375,1603
375,1535
376,1574
376,1011
376,1445
376,821
376,1418
377,1442
378,289
378,470
378,1693
378,1469
378,1502
378,1269
378,1474
378,472
378,975
378,1528
379,1582
379,1697
379,1592
379,1618
379,1638
380,1650
380,1280
380,609
380,1112
382,1435
382,1676
382,1467
382,1605
382,1526
383,513
383,384
383,1398
383,846
383,1500
384,1408
386,1463
386,558
387,543
388,1224
388,1600
388,1675
390,1634
392,1191
392,1503
392,1466
394,1228
394,1173
395,770
395,1174
395,1367
396,1133
399,1313
400,1647
400,1132
401,652
401,1699
403,875
404,1411
405,1600
406,1424
407,1612
407,1204
407,1521
408,1188
408,1502
408,938
408,887
408,965
408,1413
408,1463
408,715
408,1242
408,1015
408,1012
408,558
408,1182
408,1418
408,1109
409,990
409,1615
409,988
409,1590
409,1097
409,1417
409,1189
409,1696
410,1563
411,1010
412,984
412,1330
412,1679
412,1008
412,1414
412,1484
412,1549
413,712
414,937
414,1644
417,1414
417,1045
417,1600
418,1387
420,871
422,1387
422,949
423,665
423,553
423,1678
425,1097
426,678
428,887
429,1519
430,1360
432,1177
433,1641
433,1177
433,1617
433,1211
433,1397
434,1040
434,1557
436,776
438,1612
438,1150
439,679
439,1008
439,1499
439,585
439,1493
439,1071
439,1524
439,1675
439,775
440,1678
441,1678
441,1606
441,1498
445,687
445,1448
445,1399
446,1623
447,1513
447,1173
448,1081
449,649
449,1435
449,1028
449,582
449,940
449,1489
449,1557
449,1667
451,1377
452,1602
454,808
455,1473
455,1512
455,1158
455,1249
457,1634
458,1636
458,956
459,776
459,1077
461,1537
462,1526
462,1642
463,1644
463,1375
463,1621
463,1097
463,1319
463,855
463,985
463,1360
463,720
463,1527
463,1201
463,747
464,1605
465,1400
465,1565
467,1636
467,1672
467,1656
468,1471
468,217
468,1389
471,1393
471,1011
471,1440
471,1400
473,1267
473,1382
473,1566
474,1575
476,1642
476,516
476,1282
476,1207
477,228
477,1531
477,664
478,1520
480,710
481,1432
481,949
486,1602
487,937
489,1022
491,1519
492,1621
492,1514
494,1501
494,1216
494,1688
494,1615
494,1245
495,749
495,1605
495,1618
495,1052
496,1033
496,1545
496,1299
496,961
497,1617
497,1225
499,1424
499,1156
500,1539
500,1333
500,854
501,1495
501,1181
501,217
501,1442
503,1251
503,1312
503,774
504,609
504,1494
505,1492
505,1691
505,437
505,493
506,1496
506,1573
507,741
508,1222
508,1001
510,1445
511,1393
511,821
512,1477
512,1573
512,1412
512,1568
513,1274
514,1407
514,1406
514,1227
514,1478
514,1372
514,1419
516,1539
518,1406
518,1442
521,1202
521,1362
521,1053
521,1685
521,1500
522,831
523,1425
525,1161
528,1600
528,1484
528,1492
529,1073
530,1423
530,1373
530,958
531,1462
532,1695
532,1576
532,1557
534,1021
535,1425
537,693
537,1414
540,1691
540,1687
541,686
542,731
542,1185
543,1540
543,1492
543,1448
544,1486
544,1483
544,279
544,907
545,533
545,1119
545,1315
545,1621
545,1528
546,1098
547,1048
547,1633
548,1623
548,1629
549,813
549,827
549,662
550,944
550,588
550,1641
550,1631
550,1334
550,182
550,1295
550,1285
550,1468
552,1412
553,748
553,1568
554,1400
555,821
555,322
557,752
558,714
558,1536
558,1259
558,1461
559,1600
561,1432
562,1081
563,1498
563,1485
563,1452
564,211
564,1427
564,1108
564,1275
564,1689
565,1268
565,754
565,1645
565,882
565,1465
565,1690
568,1387
570,1577
570,1549
570,1397
570,1402
570,1403
571,1459
571,961
571,1049
571,1160
571,764
571,1523
571,1138
571,1400
571,1117
572,1390
574,1211
574,1029
574,1059
575,1297
575,1442
575,1245
575,1650
575,1673
575,1016
576,1396
576,1442
578,1429
578,1377
578,1466
579,1527
580,1414
581,1699
581,1631
583,1462
583,1634
583,289
584,1230
584,1477
584,774
584,564
584,1076
586,1267
587,1379
588,1505
591,1201
593,1511
594,1198
594,1026
594,1515
594,1333
594,621
595,631
595,271
595,1387
595,599
595,991
595,962
595,171
595,1530
595,127
595,1234
595,610
599,1271
599,1612
601,1344
601,658
601,781
602,1515
602,1217
602,1038
603,1226
603,1171
603,1686
604,726
605,640
605,1412
606,1524
606,1406
606,1151
606,1073
607,503
607,1557
607,1333
607,1691
607,1385
608,825
611,1121
611,1613
611,1491
612,1500
613,1024
613,1688
613,1132
615,1496
615,1677
618,1448
621,993
622,1301
622,1123
622,1618
622,1496
622,972
626,1504
626,775
626,877
626,1519
626,968
627,1469
627,965
627,1510
627,1235
628,1436
630,1527
632,1259
637,1672
637,1470
637,911
637,1316
638,1022
640,1525
640,1229
646,813
648,1490
650,661
651,1241
652,1331
653,987
654,1474
655,1382
655,1660
656,1442
656,1204
656,1381
657,1117
657,653
657,965
658,1547
658,1658
658,1186
658,689
660,1504
661,1471
664,1307
666,1410
666,1281
668,1650
670,1557
670,1583
670,1618
670,1232
670,1073
671,1378
672,1629
672,1644
672,1442
672,1182
672,985
672,1533
672,1219
673,825
673,1450
674,574
674,1177
674,1181
677,1544
679,758
680,1342
680,1649
681,1350
682,1277
682,1533
684,1477
684,1377
685,1498
686,475
686,1631
686,1132
686,652
687,1621
688,1519
689,1621
692,582
694,1443
694,1411
695,1478
697,491
699,945
699,1517
701,1301
701,1190
703,1041
704,1186
704,1041
705,759
706,1407
707,1289
707,1583
707,1290
707,1462
707,880
707,1627
707,1634
714,1517
719,1400
720,1289
721,1469
721,1683
721,1478
723,688
724,468
724,1416
724,1064
724,1231
726,537
727,804
728,1566
729,1273
729,1524
729,1657
729,1385
730,693
731,1592
731,1432
731,1027
732,1337
732,1251
733,1688
733,1611
733,741
734,1600
737,1519
741,1154
743,690
744,1679
746,1500
746,1565
748,1576
750,1498
750,1541
751,533
751,856
753,1519
753,1442
754,1525
756,1507
756,688
756,1644
762,1463
766,690
766,857
766,932
766,1001
770,1690
773,944
773,1685
774,1677
776,971
777,881
777,1672
778,1367
778,1015
778,450
778,1470
778,1477
779,1583
782,1043
782,1602
783,1689
783,1016
783,875
784,1697
787,776
787,1412
793,1523
794,467
798,1521
799,1192
799,1655
799,1667
800,672
802,1604
805,1458
805,859
806,1150
807,1367
807,1353
811,546
814,1623
814,1295
815,1461
816,1503
817,1650
818,1685
819,1401
819,375
819,458
819,1330
819,1413
822,1526
822,1431
822,1477
823,1658
823,1462
824,1355
825,1134
826,1602
829,1374
832,672
835,1498
838,1672
840,1691
840,1375
841,1103
841,1685
842,1406
844,1623
847,1378
848,1040
849,1169
853,1414
855,831
855,1689
855,774
855,1367
855,421
856,1517
858,1432
858,1362
859,1406
864,1443
869,1164
870,1497
874,1390
874,1397
875,937
877,431
879,1385
880,1582
881,1208
881,1045
881,1607
883,641
884,1573
886,1500
886,1528
890,961
891,1450
891,1672
900,1354
905,1506
905,1308
905,1021
905,1238
905,1069
906,635
906,703
906,979
908,1531
908,1282
908,1461
908,1103
910,758
910,1565
910,1209
913,1304
915,1218
915,1037
919,1490
921,1415
925,1478
925,834
926,1400
927,1454
927,1186
928,1594
928,930
930,1699
934,1400
937,707
937,1406
938,953
938,1415
938,1424
940,1472
940,1559
941,731
941,973
941,1195
943,1443
956,1268
956,1510
957,1474
957,1557
958,1289
959,1544
959,1186
962,1538
962,671
962,663
962,932
962,1287
966,802
967,1412
970,1631
970,1381
973,683
974,1229
974,1185
975,1523
977,1251
978,1526
979,1414
981,1406
982,1617
982,738
984,757
984,1667
984,1290
986,1176
987,1364
987,887
987,818
988,1631
988,1573
990,1688
990,1414
990,1521
990,1221
992,1342
992,1134
993,1093
993,1614
993,1383
993,1536
994,1692
994,1463
996,1399
999,1612
999,1687
