userId,itemId,rating,timestamp
59,1519,5,875417057
59,707,4,875417166
59,1442,4,875416665
59,1693,4,875417122
59,1225,4,875417208
59,1443,4,875417122
59,1685,4,875417314
59,1245,4,875417208
59,1478,2,875417208
60,1507,3,886290063
60,1132,3,886290040
60,1686,3,886289880
60,1495,3,886289413
60,1428,4,885169486
60,1045,4,886289945
60,1385,4,885169295
60,1634,4,886290186
60,827,3,889848610
60,1411,3,885169314
60,1604,5,886289435
60,1506,5,886290123
60,1528,4,886289621
60,1519,3,886289480
60,1692,5,886289747
60,1547,2,886290123
60,1644,5,886289747
60,1345,1,889848722
60,1553,4,886290063
60,1090,1,886290123
60,299,1,886289541
60,1530,4,886289571
60,1605,5,886289970
60,1526,4,886289480
60,1381,2,885169114
60,1151,2,886290085
60,1226,3,886289857
60,1696,2,886290210
60,1383,4,886289747
60,949,3,885169397
60,845,5,886290150
60,992,3,886290123
60,1611,4,886289998
60,1273,5,886289621
60,1017,3,885169158
60,1390,3,885169136
60,1357,2,885169416
60,1072,4,886289970
60,1400,5,885169486
60,1691,3,886289857
60,1179,4,886290085
60,1342,1,885169397
60,908,2,886290062
60,1584,2,886289911
60,1379,4,885169486
60,1549,3,886289970
60,1527,4,886289570
60,954,3,886289839
60,1384,4,889848752
60,1532,3,886289767
60,1414,3,885169068
60,1406,4,885169486
60,1631,2,886289435
60,1653,3,886289928
60,1008,4,886289821
60,1500,3,886290186
60,1043,4,886289641
60,1650,4,886289712
60,1602,4,886289591
60,1171,3,886289839
60,1487,4,886289767
60,1218,5,886289368
60,1399,3,885169158
61,769,2,880630366
61,1594,3,880630189
61,1442,4,880628862
61,646,4,880630038
61,1011,5,880628806
61,1224,5,880630144
61,1291,4,880629702
61,1579,5,880629543
61,510,5,880629053
61,707,4,880629023
61,1478,5,880629126
61,677,4,880630227
61,1374,5,880628806
61,882,3,880630227
61,810,2,880628806
61,766,3,880630309
61,649,5,880630260
61,1103,4,880629780
61,423,5,880630115
61,1480,5,880629828
61,1573,5,880628915
61,1582,5,880629620
61,1402,5,880629354
61,958,5,880629085
61,1445,5,880629264
61,1434,2,880628806
61,672,5,880630038
61,944,5,880629702
61,1415,5,880629354
61,1289,4,880630087
61,1685,5,880629264
62,836,4,891724997
62,1578,1,891725360
62,1387,5,891717641
62,1460,2,891725017
62,1575,3,891724912
62,712,3,891724452
62,667,2,891725307
62,1223,1,891724872
62,937,4,891724826
62,1367,4,891724316
62,1224,4,891725307
62,1691,3,891724583
62,1105,2,891725212
62,1595,1,891725307
62,688,5,891724670
62,1400,3,891718178
62,827,3,891724255
62,1419,2,891724764
62,1519,5,891724560
62,860,2,891725360
62,686,4,891724802
62,1330,5,891725307
62,1549,4,891724849
62,983,2,891725230
62,1685,2,891724785
62,1416,2,891724997
62,885,3,891724702
62,1228,4,891724826
62,952,2,891724452
62,1154,3,891724702
62,1227,3,891725276
62,672,5,891724849
62,1589,5,891724912
62,1295,3,891725017
62,1402,4,891724743
62,871,1,891725255
62,1294,3,891725230
62,1229,3,891724583
62,1445,1,891724499
62,1024,3,891724598
62,1573,5,891724616
62,1675,4,891724702
62,653,3,891725277
62,938,4,891724950
62,944,3,891725189
62,1372,2,891724452
62,1357,4,891724232
62,1457,4,891724255
62,834,5,891725161
62,684,3,891724969
62,1022,3,891724452
62,1583,3,891724520
62,1425,4,891724520
62,1650,5,891724484
62,417,3,891725360
62,1409,4,891724764
62,1465,1,891725307
63,1425,4,877137493
63,1691,5,877137543
63,1415,4,877137606
63,1432,1,877130370
63,1185,5,877137423
63,1403,4,877137606
63,1476,4,877137650
63,1458,3,877130370
63,1574,4,877137544
63,1407,4,877137700
63,1399,1,877136982
63,1400,4,877136983
63,1686,4,877137250
63,1607,4,877148506
63,1442,4,877130370
63,1292,5,877137493
63,1414,4,877130370
63,1396,4,877136983
63,853,4,877137383
63,1445,3,877137493
63,1576,4,877137382
63,1374,1,877136983
63,836,3,877137700
63,1464,4,877137543
63,1478,3,877137700
63,1475,2,877137606
64,442,2,887201451
64,882,4,887201073
64,1415,4,887200391
64,1360,4,887199705
64,1594,3,887201318
64,1419,4,887201073
64,748,4,887201136
64,1402,4,887200304
64,1589,4,887200767
64,1464,5,887200353
64,614,3,887200304
64,1387,4,887199544
64,773,4,887201222
64,1450,5,887200507
64,1686,4,887200543
64,1451,5,887200978
64,1519,4,887200766
64,1367,3,887199585
64,1153,5,887201965
64,959,4,887200978
64,1109,4,887200543
64,1457,2,887199990
64,686,3,887201741
64,1399,3,887199807
64,1447,5,887200624
64,1607,5,887201965
64,1650,4,887200452
64,1563,4,887200714
64,1691,4,887200543
64,1584,4,887200806
64,1225,5,887200452
64,1432,4,887199585
64,603,5,887201965
64,693,5,887201965
64,356,5,887200353
64,421,3,887201530
64,1192,3,887200452
64,1072,1,887200928
64,1418,2,887200884
64,1425,4,887200304
64,1571,4,887200304
64,887,5,887200392
64,1582,3,887201686
64,952,2,887199908
64,332,5,887200507
64,774,4,887201361
64,873,2,887201361
64,1295,2,887201223
64,1427,3,887200623
64,1583,4,887200883
64,459,4,887200978
64,510,3,887201877
64,1375,5,887199879
64,725,3,887200884
64,1576,4,887200452
64,1442,3,887199544
64,1431,4,887199585
64,1452,4,887201176
64,1224,4,887200714
64,1441,3,887199879
64,705,3,887199807
64,677,2,887201831
64,1680,5,887201965
64,692,5,887201268
64,537,5,887201269
64,1426,3,887201028
64,1004,2,887201361
64,1022,3,887199990
64,1575,4,887200927
64,1414,5,887201964
64,1428,4,887199544
64,689,4,887200927
64,498,4,887200391
64,621,1,887200884
64,1684,4,887200766
64,1454,4,887200452
64,1165,2,887201222
64,691,4,887201401
65,1224,4,884840635
65,1416,4,884840843
65,1600,3,884840280
65,1229,4,884840522
65,854,4,884841169
65,1573,4,884840256
65,983,4,884841042
65,1443,2,884840280
65,958,5,884840436
65,1579,4,884840604
65,1463,5,884840329
65,776,4,884840562
65,1552,4,884841062
65,836,5,884840874
65,684,4,884840604
65,1295,4,884840874
65,885,4,884840746
65,1414,5,884840005
66,1650,5,891557533
66,1277,3,891559830
66,1127,2,891565700
66,275,1,891566021
66,1523,3,891560793
66,1675,4,891563403
66,1503,5,891560211
66,1403,5,891558139
66,1549,3,891557571
66,1498,5,891561302
66,1505,4,891559770
66,1289,3,891558547
66,1517,2,891559073
66,1431,2,891556537
66,1239,4,891559830
66,1472,4,891561948
66,1385,4,891556573
66,1461,4,891562972
66,1477,5,891559829
66,1600,4,891557681
66,1295,5,891557989
66,1083,4,891559948
66,1471,4,891562709
66,1146,4,891562632
66,1312,3,891565848
66,663,1,891565514
66,1071,4,891559504
66,1612,4,891563036
66,1492,5,891559428
66,991,3,891564484
66,1579,3,891557989
66,929,3,891565120
66,1490,4,891559376
66,1025,4,891560455
66,1521,2,891559770
66,251,5,891560146
66,1264,3,891564780
66,1307,2,891561183
66,1526,5,891559681
66,1186,5,891559716
66,1212,5,891560367
66,1052,3,891558865
66,1036,4,891561501
66,1539,4,891561460
66,1311,3,891563981
66,1268,5,891560146
66,1316,4,891563743
66,1698,4,891560257
66,1555,3,891564780
66,751,3,891565848
66,1037,5,891561019
66,1095,4,891563458
66,1644,5,891560092
66,1171,5,891563036
66,1603,4,891560499
66,1532,4,891560045
66,1633,4,891561543
66,845,4,891561019
66,737,5,891561084
66,1026,4,891561984
66,1617,4,891560001
66,1174,2,891560367
66,415,3,891564686
66,1040,5,891563006
66,1525,4,891559024
66,1510,4,891559830
66,1398,4,891556537
66,1194,4,891561501
66,1443,4,891557768
66,1488,4,891562972
66,1463,4,891558049
66,1544,3,891558983
66,1199,4,891564634
66,1528,5,891559376
66,1565,4,891559829
66,1635,4,891561084
66,1475,2,891565545
66,1265,4,891559535
66,882,1,891558458
66,1273,4,891559197
66,1568,4,891558779
66,1696,5,891563883
66,1527,3,891561135
66,1208,4,891560257
66,1687,5,891557736
66,1286,5,891559197
66,908,3,891561302
66,1086,3,891559504
66,1039,4,891559130
66,945,4,891564780
66,1446,4,891558648
66,1606,4,891564287
66,1184,3,891559504
66,1546,3,891559571
66,1384,4,891556897
66,682,4,891561019
66,1634,4,891561357
66,1466,2,891560045
66,1205,4,891563774
67,683,3,875223123
67,1383,4,875221949
67,1672,4,875222147
67,1513,4,875222464
67,1636,5,875221775
67,1253,2,875222848
67,1544,4,875222305
67,1602,5,875221904
67,1123,1,875306875
67,1177,4,875222127
67,1230,4,875222781
67,1637,2,875306733
67,1469,1,875307201
67,1267,1,875222421
67,1518,4,875223023
67,1301,3,875307327
67,966,2,875306814
67,1481,1,875222387
67,1486,3,875221836
67,1485,3,875222201
67,1154,2,875307275
67,1150,1,875307355
67,1590,1,875306834
67,766,1,875306582
67,1648,3,875222331
67,1521,5,875222305
67,1249,1,875306677
67,1491,2,875222848
67,1620,2,875306859
67,1225,2,875221775
67,1117,3,875222387
67,1504,4,875223102
67,1628,3,875306708
67,454,1,875306898
67,1527,3,875223190
67,1382,4,875221775
67,1247,1,875307003
67,1049,3,875222251
67,954,4,875222932
67,1568,3,875221775
67,1295,3,875307327
67,1315,3,875307377
67,1679,1,875222553
67,1696,3,875222553
67,1459,2,875223239
67,1192,3,875222097
67,1627,4,875222799
67,1699,3,875222464
67,1297,3,875307275
67,1229,3,875222781
67,630,2,875222201
67,935,1,875306814
67,1539,2,875307275
67,672,2,875306790
67,1141,2,875306978
67,1482,3,875222848
67,1333,4,875222360
67,1532,3,875222039
67,1549,4,875222147
67,1489,4,875222421
67,1233,3,875222649
67,1524,3,875222485
67,1565,4,875222614
67,990,2,875306479
67,1543,4,875223102
67,472,1,875307417
67,911,4,875222127
67,1461,3,875306582
67,1498,2,875222915
67,1462,2,875221989
67,1613,4,875222893
67,1467,2,875307178
67,1505,4,875222759
67,1435,4,875222867
67,1343,4,875221805
67,1540,3,875221925
67,590,3,875306898
67,1470,3,875222508
67,1312,1,875306790
67,1519,2,875222270
67,1046,4,875222508
67,1308,3,875222822
67,1595,2,875306645
67,1605,3,875221836
67,1125,1,875306790
67,1226,5,875221904
67,1547,3,875221949
67,760,1,875306834
67,1484,3,875306409
67,1316,1,875306645
67,1472,4,875222387
67,1224,2,875223123
67,1131,1,875307020
67,834,2,875306790
67,1675,2,875222759
67,512,1,875306644
67,1048,3,875222594
67,1506,4,875222305
67,1471,1,875307248
67,1611,4,875222127
68,1565,5,891617708
68,1693,4,891618279
68,1265,4,891617991
68,1415,4,891618562
68,1595,2,891620508
68,496,5,891617991
68,1196,4,891618406
68,635,5,891619708
68,1524,5,891618619
68,1645,3,891618164
68,434,4,891617107
68,1021,2,891619708
68,395,2,891620430
68,1086,4,891648308
68,1203,5,891618103
68,516,3,891618339
68,733,4,891619501
68,1471,4,891619233
68,991,4,891619565
68,1175,5,891618588
68,303,4,891618963
68,1521,5,891617409
68,1130,4,891619348
68,1321,2,891619968
68,1523,4,891618779
68,1083,4,891619758
68,1048,3,891617063
68,1134,4,891619633
68,1029,3,891619085
68,1217,5,891618132
68,1543,4,891618837
68,1491,5,891618428
68,188,5,891617208
68,127,4,891617409
68,1646,4,891619208
68,1111,5,891618779
68,1053,5,891619157
68,1462,3,891618779
68,1466,3,891618230
68,1320,4,891618668
68,1202,5,891618533
68,1185,4,891617543
68,249,5,891617845
68,1539,3,891619677
68,1211,4,891617880
68,650,4,891619185
68,1272,4,891619275
68,1525,4,891618619
68,1528,5,891618642
68,1546,5,891618164
68,1474,3,891619462
68,1517,4,891618047
68,1556,3,891617880
68,1506,5,891618642
68,1586,5,891618073
68,1089,5,891618588
68,1193,5,891617845
68,495,5,891618813
68,1487,3,891617208
68,1124,2,891620368
68,1043,5,891617937
68,1475,2,891620155
68,1569,4,891618695
68,1052,5,891618073
68,1602,5,891617756
68,922,4,891619442
68,1426,5,891618874
68,1482,3,891619085
68,1024,4,891619908
68,1241,4,891619114
68,1150,2,891619501
68,1489,5,891617880
68,1060,2,891617409
68,1520,4,891619184
68,1039,5,891618279
68,1259,2,891620674
68,955,5,891618754
68,246,4,891620155
68,1270,4,891618019
68,964,3,891617431
68,1054,4,891618668
68,732,4,891618986
68,1051,4,891619369
68,1085,5,891617791
68,837,4,891617233
68,679,4,891617316
68,1184,5,891618047
68,1559,4,891618533
68,1041,5,891618940
68,1512,3,891618312
68,1504,4,891619208
68,1670,4,891617366
68,1087,4,891618533
68,1050,5,891618668
68,1206,4,891618230
68,1496,4,891618837
68,1268,4,891618279
68,1205,5,891619275
68,574,5,891619032
68,1191,3,891617063
68,1686,4,891617026
68,1567,4,891617845
68,1181,4,891617880
68,1271,5,891617845
68,1662,2,891619866
68,1046,5,891618047
68,1221,5,891617964
68,1633,2,891619781
68,1527,3,891618507
68,992,4,891619817
68,1507,3,891618312
68,1220,5,891618916
68,670,2,891620508
68,1644,4,891618754
68,1533,4,891619817
68,1037,4,891619676
68,1061,5,891617341
68,1218,5,891618381
68,1630,4,891617341
68,1140,2,891620368
68,1545,3,891620039
68,1216,5,891617756
68,1522,5,891617991
68,1591,2,891620061
68,1176,5,891617845
68,1478,4,891619655
68,1537,4,891619416
68,1171,4,891619323
68,1266,5,891619185
68,1600,5,891617756
69,1650,3,891404885
69,1463,3,891404722
69,1022,3,891404417
69,1224,3,891405144
69,548,4,891405347
69,1397,4,891404087
69,1455,4,891405194
69,1338,3,891404140
69,1579,2,891404774
69,1390,3,891404046
69,956,4,891404633
69,1425,5,891405691
69,1584,4,891404904
69,1185,5,891404676
69,678,1,891404173
69,1388,4,891404275
69,1431,3,891404046
69,1442,3,891404173
69,1450,2,891404843
69,1010,4,891404173
69,1480,3,891405216
69,1353,4,891404116
69,1445,4,891404925
69,1573,5,891405691
69,1417,4,891404774
69,1400,5,891405691
69,804,3,891404250
69,1448,3,891405240
69,791,5,891405691
69,1414,5,891405691
69,1384,5,891405691
69,1403,4,891404843
69,1241,4,891404676
69,1563,3,891404722
69,1015,4,891405072
69,1367,5,891405691
69,1229,3,891404676
70,1579,4,879903562
70,1552,1,879903056
70,1692,3,879903883
70,1049,3,879903744
70,937,3,879903272
70,1455,3,879902335
70,1417,4,879903714
70,1549,2,879902894
70,1412,1,879902171
70,1245,1,879902862
70,1431,4,879903562
70,855,3,879902894
70,1295,3,879902973
70,385,3,879902862
70,1463,3,879902757
70,1547,2,879903855
70,1574,5,879903562
70,1593,3,879903377
70,829,3,879903308
70,1400,4,879903562
70,1655,4,879903662
70,1525,2,879903883
70,1526,3,879903683
70,995,2,879903779
70,1462,4,879903714
70,1587,5,879903743
70,1435,3,879903855
70,1465,2,879903377
70,1583,3,879902973
70,944,3,879903185
70,1418,4,879902837
70,1524,3,879903833
71,1611,5,880008296
71,1491,3,881185922
71,1669,2,881185878
71,1183,5,880008499
71,1281,4,881186014
71,1566,4,881185922
71,1185,5,878770332
71,1512,4,881185898
71,1226,4,880008296
71,1677,3,881185851
71,1699,3,878770332
71,1429,2,881185773
71,1526,3,880008499
71,1382,4,880008395
71,1515,5,880008354
71,1668,3,881185988
71,1518,4,880008395
71,1217,4,880008206
71,1220,3,880008139
71,1265,3,881185923
71,1505,4,881185851
71,1179,5,880008354
71,1513,5,880008460
71,1600,4,878770332
71,1528,4,880008499
72,1692,5,881305075
72,1602,5,881305054
72,1513,5,881305054
72,1204,5,881305033
72,1367,3,881305428
72,693,5,881305333
72,1342,5,881304193
72,822,5,881304192
72,823,5,881304192
72,675,5,881304192
72,1434,5,881304192
72,1412,3,881303908
72,1535,5,881305033
72,1213,5,881304939
72,1524,3,881304987
72,824,5,881304193
72,1431,5,881303908
73,1478,5,879545347
73,1562,4,879566825
73,1199,4,879558592
73,1406,5,879567420
73,1676,3,879549212
73,1472,5,879552814
73,1320,5,879564453
73,1685,5,879545679
73,1244,2,879550879
73,1693,3,879545468
73,1333,5,879567420
73,1426,1,879549303
73,1279,4,879562831
73,1621,3,879552814
73,1659,4,879563577
73,611,5,879545627
73,1140,2,879560148
73,920,1,879563953
73,1470,5,879567420
73,1633,4,879558643
73,1575,4,879545468
73,961,3,879559530
73,1631,4,879551334
73,1412,5,879567420
73,1460,3,879545626
73,1400,5,879544326
73,471,3,879565368
73,607,4,879545413
73,1595,1,879550049
73,1307,5,879561902
73,1251,4,879564400
73,1463,4,879545678
73,1542,2,879566778
73,1290,1,879558393
73,937,4,879549919
73,834,4,879549791
73,1295,5,879549621
73,1278,4,879567280
73,1628,5,879562018
73,1077,3,879567280
73,1443,5,879545523
73,1283,4,879552880
73,962,3,879564932
73,686,3,879545046
73,1305,3,879561902
73,1299,2,879564932
73,1473,2,879564453
73,1075,3,879559530
73,1605,5,879552617
73,1297,4,879562505
73,1112,5,879551853
73,1557,3,879564401
73,665,4,879567200
73,1280,5,879561607
73,885,3,879549429
73,1158,2,879561846
73,1159,5,879567420
73,1671,5,879562203
73,1445,4,879545197
73,1229,4,879562076
74,1414,4,889004372
74,1378,2,889004440
74,1400,3,888719793
74,1412,3,889004372
74,1397,3,888719883
74,1375,1,889004439
74,1385,4,888719793
74,1411,3,889004439
74,1360,4,888719793
74,1442,4,889004372
74,1387,3,888719792
75,1695,4,885086326
75,1022,3,885085960
75,1482,4,885086032
75,1018,4,885085756
75,1644,3,885086133
75,1515,4,885086133
75,1377,4,885001457
75,1401,3,885085648
75,752,2,885085960
75,1368,4,885085574
75,1367,3,885085960
75,1137,2,885086374
75,1455,3,885001457
75,927,1,885086032
75,1373,3,885085960
75,824,3,885085574
75,912,3,885086374
75,1440,3,885085839
75,1139,3,885086270
75,1253,4,885086133
76,1604,4,887128190
76,1583,2,887789475
76,1526,5,885826179
76,300,4,886695811
76,1694,4,887127611
76,1177,5,885826291
76,1573,3,884739608
76,1505,5,886433955
76,1427,3,889654891
76,664,2,887127860
76,1400,2,884705413
76,1174,3,886695996
76,1417,4,884739665
76,864,3,885826145
76,689,3,887128222
76,1498,4,887128190
76,1699,5,884739705
76,1423,3,889654935
76,1472,4,886695996
76,1579,4,887128241
76,958,3,886433831
76,1527,5,885826230
76,1442,3,884705164
76,995,5,885826028
76,1414,3,884705213
76,1068,4,885826291
76,777,5,886695918
76,1279,4,885826230
76,1489,3,885826061
76,1415,4,884739556
76,1618,4,885826338
76,1687,3,887789475
76,1292,3,889654891
76,1196,5,885826179
76,222,4,887127861
76,1693,4,885826230
76,1378,2,884705334
76,1495,4,886695996
76,1204,5,886695859
76,1138,3,887127827
76,999,4,885826092
76,1504,4,887127827
76,1669,3,885826338
76,1220,3,885826061
76,1698,3,887128167
76,1688,4,885826263
76,1556,3,885826263
76,1267,5,885826338
76,1522,5,885826092
76,1412,3,886433918
76,1586,3,886695894
77,1290,3,880756078
77,1367,5,880755067
77,873,3,880756167
77,1463,4,880756078
77,1228,4,880756717
77,1552,4,880755644
77,1244,4,880756732
77,938,4,880755695
77,672,4,880755794
77,1526,5,880757042
77,1519,5,880755533
77,869,4,880756381
77,1455,3,880755369
77,1011,3,880755171
77,1154,4,880755677
77,1412,5,880755067
77,1697,4,880755877
77,1583,4,880755768
77,1419,4,880756045
77,772,4,880756476
77,1427,5,880755644
77,1366,5,880755299
77,937,4,880756078
77,1362,4,880755342
77,1575,4,880756459
77,1405,5,880755749
77,1378,4,880755300
77,1409,4,880755877
77,1595,4,880756717
77,1532,5,880757042
77,1245,4,880756116
77,1436,3,880755369
77,1600,5,880755644
77,1015,4,880755566
77,1478,4,880756381
77,1420,3,880756267
77,1418,4,880755794
77,1240,4,880756596
77,877,4,880756553
78,1539,3,891818571
78,1557,4,891817191
78,1490,3,891818538
78,1329,3,891816518
78,1485,3,891821823
78,665,3,891817722
78,1611,5,891818538
78,1628,4,891820640
78,944,2,891823355
78,1318,4,891819543
78,1498,5,891816285
78,1451,3,891823420
78,1484,3,891816285
78,1644,1,891815798
78,1305,4,891821049
78,1473,4,891815947
78,1112,4,891816750
78,1637,3,891817533
78,1471,4,891815947
78,1249,4,891816417
78,1509,3,891822757
78,1410,4,891819447
78,1549,5,891817322
78,1488,2,891816643
78,1294,4,891816114
78,1251,4,891815972
78,1528,5,891817191
78,1297,3,891818975
78,1435,5,891815947
78,1629,4,891816750
78,1132,3,891818694
78,1606,3,891817503
78,1527,5,891816210
78,1650,5,891815617
78,1443,4,891823219
78,1229,3,891821671
78,1517,3,891818571
78,1478,4,891815851
78,1282,4,891816750
78,1526,5,891817191
78,1602,5,891815835
78,751,5,891822490
78,954,4,891819313
78,1150,3,891818975
78,1541,3,891816023
78,1516,3,891818071
78,1463,4,891816417
78,1483,3,891818163
78,1547,4,891819207
78,1224,1,891823337
78,1038,3,891816416
78,1426,3,891816417
78,1525,3,891819410
78,1524,3,891818571
78,1545,2,891816643
78,1273,5,891817293
78,590,4,891818938
78,953,3,891816417
78,1406,4,891815466
78,1678,5,891818756
78,1601,4,891816750
78,1532,3,891819138
78,1617,4,891816285
78,1253,1,891818071
78,1040,3,891821292
78,1505,3,891818571
78,1618,3,891817293
78,1519,5,891817292
78,961,3,891816686
78,1121,3,891816158
78,1245,4,891818858
78,1267,4,891819313
78,1450,2,891823080
78,1279,4,891816643
78,1609,4,891817003
78,1412,2,891813234
78,890,4,891819036
79,1676,3,879748267
79,640,2,879748112
79,1692,3,885041869
79,1699,3,879747771
79,768,3,879749298
79,1387,5,885041214
79,1418,2,879747884
79,980,4,879749298
79,653,1,879748185
79,1628,4,879748976
79,1229,2,879747991
79,1412,3,879747435
79,1519,5,879747732
79,1613,2,885041843
79,972,3,879749469
79,1008,4,885041894
79,1527,5,885041950
79,1568,3,885041869
79,1618,3,885042124
79,1448,4,879748312
79,1685,4,879747791
79,1621,4,879748874
79,1510,2,885041772
79,1049,3,885042061
79,1278,3,879749127
79,666,3,879748627
79,945,4,885042080
79,1426,4,879748141
79,1473,3,879749221
79,808,3,885041572
79,855,4,879747771
79,1575,3,879747944
79,1140,2,879749151
79,1289,2,879748312
79,885,5,879748112
79,668,5,879749369
79,1567,5,885042013
79,766,3,879748666
79,1604,4,879748826
79,1305,3,879749078
79,1331,1,879748498
79,1425,1,879747812
79,421,2,879748312
79,1378,3,879747598
79,1579,5,879747906
79,771,1,879748312
79,1485,4,879748847
79,1498,4,885042061
79,1472,3,885041993
79,1097,3,885042038
79,1460,1,879747791
79,1216,3,885041803
79,776,3,879747906
79,1396,2,879747598
79,1372,5,879747508
79,1634,5,885041870
79,1320,4,879749221
79,1504,5,885041894
79,1478,5,879749298
79,684,4,879747732
79,1174,4,885042100
79,1603,2,885042061
79,1490,4,885041803
79,1038,4,885041894
79,1629,4,879749127
79,922,3,879748874
79,1528,4,885041993
80,1353,4,884588301
80,1369,3,884588264
80,1400,3,884588228
80,1368,3,884588123
80,1018,3,884588228
80,1372,2,884588228
80,88,4,884588123
80,1430,3,884588163
80,1350,4,884588123
80,1354,4,884587938
80,1398,4,884587871
80,1408,3,884588228
80,1390,4,884587938
80,1401,2,884588333
80,1367,4,884588163
80,1393,3,884588163
81,599,5,875741640
81,913,3,876289453
81,1443,4,875657018
81,1457,3,875656588
81,1010,3,885427828
81,1441,4,875656532
81,1681,4,875656851
81,1447,3,875656918
81,1378,3,875656423
81,1342,3,875656474
81,813,3,885427622
81,1353,3,885427739
81,1379,2,875656334
81,1104,3,885428057
81,1238,3,875741014
81,564,2,875742439
81,1430,4,885427592
81,653,3,875657867
81,1402,3,875657153
81,763,4,876288797
81,1650,3,875656740
81,1498,3,875741752
81,1496,4,876289566
81,1643,5,875741791
81,385,2,875657781
81,1532,1,875741244
81,563,4,875657340
81,1373,4,875656474
81,548,4,875656782
81,1693,3,875657018
81,1685,5,875657420
81,1225,3,875657068
81,1499,4,876289057
81,1192,5,875656740
81,1414,4,885427570
81,1411,3,875656334
81,881,3,875656975
81,958,4,875657669
81,1375,4,875656588
81,614,4,875657492
81,1382,5,875741073
81,1223,4,875657195
81,1282,4,875742115
81,1432,3,876288415
81,1695,4,875742258
81,586,3,876288993
81,1118,5,875741384
81,652,3,875657283
81,1479,4,875657068
81,1696,1,875742202
81,1642,5,875742202
81,688,4,875657781
81,591,3,875741994
81,1374,3,875656474
81,1229,3,875657808
81,959,3,875656975
81,1556,4,875742059
81,1507,2,875741641
81,1454,3,875656693
81,983,3,875656975
81,1415,5,875656918
81,1013,1,875656532
81,1483,4,875741839
81,822,2,875656613
81,781,2,875656975
81,1588,3,875657587
81,1242,2,875657382
81,1456,2,875657195
81,724,2,875657623
81,1600,5,875656692
81,944,3,875657340
81,1136,2,875741940
81,422,4,875657931
81,1024,4,875657231
81,423,4,875658057
81,1615,2,875741117
81,952,1,875656423
81,1460,3,875657781
81,1689,4,875741752
81,1372,2,875656474
81,416,3,875657736
81,991,3,875742258
81,1482,4,875742202
81,1328,3,876289118
81,1072,3,875657068
81,906,4,875741691
81,1560,5,875741641
81,566,2,875657526
